UNLV-ISRI OCR Word Accuracy Report Version 5.1
----------------------------------------------
   53955   Words
   34071   Misrecognized
   36.85%  Accuracy

Stopwords
   Count   Missed   %Right   Length
       1        1     0.00   auctoren
       1        1     0.00   auctorens
       4        4     0.00   auctorer
       1        1     0.00   auctorernes
       3        3     0.00   auctorers
       2        2     0.00   auctoritet
       1        1     0.00   audience
       2        1    50.00   aug
       1        1     0.00   auget
       1        1     0.00   augustus
       1        1     0.00   auscultant
       1        1     0.00   authoritet
       1        1     0.00   avance
       1        0   100.00   axel
       1        1     0.00   axlar
       4        4     0.00   axlarne
       2        1    50.00   axlen
       3        3     0.00   b
       1        1     0.00   backen
       4        2    50.00   bad
       1        1     0.00   badstugu
       1        1     0.00   bagare
       1        1     0.00   bagateller
       2        2     0.00   bahnen
       2        1    50.00   bak
       1        1     0.00   bakslug
       1        0   100.00   bakut
       1        0   100.00   balk
       1        1     0.00   bannades
       1        0   100.00   bannlysa
       1        1     0.00   bannomanien
       1        1     0.00   bannor
       2        2     0.00   banqueroute
       4        0   100.00   bar
       3        2    33.33   bara
       1        1     0.00   barbarie
       1        1     0.00   barbariske
       1        1     0.00   barde
       1        0   100.00   barmhertiga
      28       16    42.86   barn
       1        1     0.00   barnabarn
       1        1     0.00   barndom
       5        5     0.00   barnen
       2        1    50.00   barnet
       1        1     0.00   barnetuckt
       1        1     0.00   barnlek
       1        1     0.00   barnlekar
       2        2     0.00   barns
       1        1     0.00   barnsligit
       1        1     0.00   baroner
       1        1     0.00   basun
       1        1     0.00   bataille
       1        0   100.00   bebo
       1        1     0.00   beck
       2        0   100.00   beder
       5        5     0.00   bedia
       1        1     0.00   bediandes
       2        0   100.00   bedraga
       1        0   100.00   bedragande
       1        0   100.00   bedrager
       1        0   100.00   bedragne
       1        1     0.00   bedrog
       5        5     0.00   bedrã
       1        1     0.00   bedt
       1        0   100.00   beelzebub
       1        1     0.00   befallande
       1        1     0.00   befaller
       1        1     0.00   befallningar
       1        0   100.00   befallte
       1        0   100.00   befalt
       1        0   100.00   befann
       1        1     0.00   befinnes
       1        1     0.00   beflita
       1        1     0.00   beflitade
       1        0   100.00   beflã
       1        1     0.00   befodra
       1        1     0.00   befordrad
       1        1     0.00   befordrade
       1        0   100.00   befordran
       1        0   100.00   befordras
       1        1     0.00   befã
       1        1     0.00   begabba
       1        1     0.00   begabbar
       1        0   100.00   begabbare
       1        1     0.00   begabbat
       2        2     0.00   begaf
      12        9    25.00   begge
       1        0   100.00   beggedera
       1        0   100.00   begick
       1        1     0.00   begifwa
       1        0   100.00   begiã
       1        1     0.00   begrafwit
       7        4    42.86   begrep
       2        2     0.00   begrepen
       1        1     0.00   begrina
       3        1    66.67   begripa
       1        1     0.00   begripas
       1        1     0.00   begripit
       1        1     0.00   begripliga
       1        1     0.00   begrips
       1        0   100.00   begynna
       2        2     0.00   begynnelse
       2        0   100.00   begynnelsen
       2        1    50.00   begynt
      11        5    54.55   begynte
      14        6    57.14   begã
       6        3    50.00   behag
      11        6    45.45   behaga
       2        1    50.00   behagade
       1        1     0.00   behagar
       5        3    40.00   behagelig
       1        0   100.00   behageliga
       2        2     0.00   behageligheter
       4        3    25.00   behageligit
       1        1     0.00   behaglighets
       1        1     0.00   beherska
       1        1     0.00   behielpelig
      32       17    46.88   behã
       1        1     0.00   bekajade
       6        4    33.33   bekant
       4        4     0.00   bekante
       1        1     0.00   bekanter
       1        1     0.00   bekantskap
       1        1     0.00   bekantskapen
       3        2    33.33   bekantskaper
       2        1    50.00   beklaga
       2        0   100.00   beklagade
       2        1    50.00   beklagan
       4        3    25.00   beklagar
       1        1     0.00   beklageligen
       1        1     0.00   beklageligit
       3        2    33.33   beklã
       1        0   100.00   bekomma
       1        1     0.00   bekrã
       3        1    66.67   bekymmer
       1        0   100.00   bekymmersam
       3        2    33.33   bekymra
       3        1    66.67   bekymrad
       3        2    33.33   bekymrar
       1        0   100.00   bekymrat
       1        0   100.00   bekymren
       4        2    50.00   bekã
       1        1     0.00   belagde
       2        1    50.00   belefwad
       1        1     0.00   beltiska
      19       15    21.05   belã
       2        1    50.00   bemã
       7        4    42.86   ben
       1        1     0.00   benediction
       4        4     0.00   benen
       1        1     0.00   benragel
       2        2     0.00   benã
       1        1     0.00   beprydd
       1        1     0.00   beprydder
       1        1     0.00   beprã
       1        1     0.00   beqwã
       2        2     0.00   ber
       1        0   100.00   beredde
       1        0   100.00   beredskap
       1        1     0.00   berg
       1        1     0.00   berget
       2        1    50.00   bergs
       1        1     0.00   bergslag
       2        2     0.00   bergslagen
       1        0   100.00   bergsten
       1        1     0.00   bergtroll
       1        1     0.00   bergzlag
       1        1     0.00   berius
       2        2     0.00   beror
      42       21    50.00   berã
       1        0   100.00   besee
       3        0   100.00   besinna
       1        0   100.00   besinnar
       3        3     0.00   beskaffenhet
       1        1     0.00   beskied
       3        3     0.00   beskiedelig
       2        2     0.00   beskiedeliga
       2        2     0.00   beskiedelighet
       1        1     0.00   beskiedeligt
       1        1     0.00   beskiedlig
       1        1     0.00   beskiedligt
       1        1     0.00   beskrefwo
       1        1     0.00   beskrifning
       4        3    25.00   beskrifwa
       1        1     0.00   beskrifwer
       1        1     0.00   beskrifwes
       1        1     0.00   beskrifwit
       3        2    33.33   beskydd
       1        0   100.00   beskyller
       1        1     0.00   beskylte
       4        4     0.00   beskã
       1        1     0.00   beslutat
       2        1    50.00   beslutit
       1        0   100.00   beslã
       1        1     0.00   bespara
       2        0   100.00   besparas
       1        0   100.00   besparer
       1        1     0.00   besparing
       1        0   100.00   bestarne
       1        1     0.00   bestiger
       2        0   100.00   bestod
       1        0   100.00   bestodo
       1        1     0.00   bestormade
       2        2     0.00   bestrida
       1        1     0.00   bestridande
       1        0   100.00   bestridde
       1        0   100.00   bestyra
       2        2     0.00   bestyrka
      20       11    45.00   bestã
       1        1     0.00   beswara
       6        5    16.67   beswã
       1        1     0.00   besynnerlig
       1        1     0.00   besynnerliga
       5        4    20.00   besynnerligen
       7        7     0.00   besã
       1        1     0.00   bet
       1        1     0.00   beta
       1        1     0.00   betaga
       1        0   100.00   betagen
       1        0   100.00   betages
       2        2     0.00   betala
       1        1     0.00   betalande
       2        2     0.00   betalar
       1        1     0.00   betalas
       1        1     0.00   betalt
       1        1     0.00   bete
       1        0   100.00   betee
       1        0   100.00   betekna
       1        1     0.00   beteknar
       3        2    33.33   betiena
       1        1     0.00   betienar
       1        0   100.00   betiening
       3        3     0.00   betient
       1        1     0.00   betiente
       4        4     0.00   betienter
       1        1     0.00   betienters
       2        2     0.00   betiã
       1        1     0.00   betog
       1        0   100.00   betrackta
